x;y(x)
-9.260000000000016;-0.11898594292677642
-9.250000000000016;-0.12126127137852534
-9.240000000000016;-0.12357926516894487
-9.230000000000016;-0.12594070657061432
-9.220000000000017;-0.1283463934751798
-9.210000000000017;-0.13079713985672795
-9.200000000000017;-0.1332937762570134
-9.190000000000017;-0.13583715029328502
-9.180000000000017;-0.13842812719033604
-9.170000000000018;-0.14106759033773245
-9.160000000000018;-0.14375644187364892
-9.150000000000018;-0.14649560329678576
-9.140000000000018;-0.14928601610767056
-9.130000000000019;-0.15212864248106098
-9.120000000000019;-0.15502446597089808
-9.110000000000019;-0.15797449224972923
-9.10000000000002;-0.16097974988417388
-9.09000000000002;-0.1640412911484907
-9.08000000000002;-0.16716019287824346
-9.07000000000002;-0.17033755736594483
-9.06000000000002;-0.17357451330128532
-9.05000000000002;-0.17687221675791248
-9.04000000000002;-0.18023185222942598
-9.03000000000002;-0.18365463371718263
-9.020000000000021;-0.18714180587255563
-9.010000000000021;-0.1906946451967324
-9.000000000000021;-0.1943144613008604
-8.990000000000022;-0.19800259823003388
-8.980000000000022;-0.20176043585446857
-8.970000000000022;-0.20558939133136417
-8.960000000000022;-0.20949092064154098
-8.950000000000022;-0.2134665202047396
-8.940000000000023;-0.21751772857795418
-8.930000000000023;-0.22164612824132776
-8.920000000000023;-0.22585334747671953
-8.910000000000023;-0.23014106234371476
-8.900000000000023;-0.2345109987588623
-8.890000000000024;-0.2389649346838585
-8.880000000000024;-0.24350470242884717
-8.870000000000024;-0.24813219107769977
-8.860000000000024;-0.25284934904174117
-8.850000000000025;-0.2576581867501576
-8.840000000000025;-0.26256077948450224
-8.830000000000025;-0.26755927036613414
-8.820000000000025;-0.2726558735056612
-8.810000000000025;-0.27785287732397984
-8.800000000000026;-0.2831526480556877
-8.790000000000026;-0.28855763344559343
-8.780000000000026;-0.2940703666507622
-8.770000000000026;-0.29969347036038707
-8.760000000000026;-0.3054296611476652
-8.750000000000027;-0.31128175406830005
-8.740000000000027;-0.31725266752133824
-8.730000000000027;-0.3233454283895271
-8.720000000000027;-0.3295631774775542
-8.710000000000027;-0.3359091752677878
-8.700000000000028;-0.3423868080147826
-8.690000000000028;-0.3489995942015074
-8.680000000000028;-0.35575119138226863
-8.670000000000028;-0.36264540343835405
-8.660000000000029;-0.3696861882762201
-8.650000000000029;-0.3768776659984873
-8.640000000000029;-0.38422412758248264
-8.63000000000003;-0.39173004410190665
-8.62000000000003;-0.3994000765325091
-8.61000000000003;-0.4072390861836361
-8.60000000000003;-0.41525214580375797
-8.59000000000003;-0.4234445514095075
-8.58000000000003;-0.4318218348947633
-8.57000000000003;-0.44038977747939223
-8.56000000000003;-0.4491544240637382
-8.550000000000031;-0.45812209856024444
-8.540000000000031;-0.46729942028130295
-8.530000000000031;-0.47669332146758564
-8.520000000000032;-0.48631106605265206
-8.510000000000032;-0.49616026976453104
-8.500000000000032;-0.5062489216780689
-8.490000000000032;-0.5165854073418461
-8.480000000000032;-0.5271785336142828
-8.470000000000033;-0.5380375553605697
-8.460000000000033;-0.5491722041729539
-8.450000000000033;-0.5605927192977135
-8.440000000000033;-0.5723098809687306
-8.430000000000033;-0.5843350463695989
-8.420000000000034;-0.596680188469742
-8.410000000000034;-0.6093579380070444
-8.400000000000034;-0.6223816289185994
-8.390000000000034;-0.6357653475554967
-8.380000000000035;-0.6495239860558205
-8.370000000000035;-0.6636733002915678
-8.360000000000035;-0.678229972854809
-8.350000000000035;-0.6932116816031564
-8.340000000000035;-0.7086371743460352
-8.330000000000036;-0.7245263503249871
-8.320000000000036;-0.7409003492211905
-8.310000000000036;-0.7577816485152331
-8.300000000000036;-0.7751941701299246
-8.290000000000036;-0.7931633974067148
-8.280000000000037;-0.8117165036040801
-8.270000000000037;-0.8308824932677151
-8.260000000000037;-0.8506923580001424
-8.250000000000037;-0.8711792483773639
-8.240000000000038;-0.8923786639968371
-8.230000000000038;-0.9143286639318124
-8.220000000000038;-0.9370701001982383
-8.210000000000038;-0.9606468772229666
-8.200000000000038;-0.985106240760696
-8.190000000000039;-1.0104991002366916
-8.180000000000039;-1.0368803891154725
-8.170000000000039;-1.064309468637668
-8.16000000000004;-1.0928505811432676
-8.15000000000004;-1.122573360232937
-8.14000000000004;-1.1535534062660329
-8.13000000000004;-1.1858729371692902
-8.12000000000004;-1.219621526318248
-8.11000000000004;-1.2548969413888758
-8.10000000000004;-1.2918061006841839
-8.09000000000004;-1.330466166586264
-8.080000000000041;-1.3710057996413016
-8.070000000000041;-1.413566601496322
-8.060000000000041;-1.4583047807330907
-8.050000000000042;-1.505393082825022
-8.040000000000042;-1.5550230344090805
-8.030000000000042;-1.6074075632641456
-8.020000000000042;-1.6627840694778715
-8.010000000000042;-1.721418041139079
-8.000000000000043;-1.7836073306272433
-7.990000000000043;-1.8496872367247148
-7.980000000000043;-1.9200365754639923
-7.970000000000043;-1.99508497165321
-7.9600000000000435;-2.075321667362323
-7.950000000000044;-2.1613062287940705
-7.940000000000044;-2.253681646652926
-7.930000000000044;-2.3531904784082927
-7.920000000000044;-2.4606948896835217
-7.9100000000000446;-2.5772017396449654
-7.900000000000045;-2.7038942563097623
-7.890000000000045;-2.842172413925313
-7.880000000000045;-2.9937049354265644
-7.870000000000045;-3.1604970215928607
-7.860000000000046;-3.344979650224199
-7.850000000000046;-3.550128909005473
-7.840000000000046;-3.7796278465194852
-7.830000000000046;-4.038089631228476
-7.8200000000000465;-4.3313709376625
-7.810000000000047;-4.667021195637881
-7.800000000000047;-5.054941772239313
-7.790000000000047;-5.508379204350982
-7.780000000000047;-6.045468200954213
-7.7700000000000475;-6.691715519448935
-7.760000000000048;-7.48416976875299
-7.750000000000048;-8.478782468936991
-7.740000000000048;-9.764226368085552
-7.730000000000048;-11.489911142139155
-7.720000000000049;-13.928730724616496
-7.710000000000049;-17.637858403358816
-7.700000000000049;-23.95927359516663
-7.690000000000049;-37.15261710465187
-7.6800000000000495;-81.76632493835505
-7.67000000000005;430.6022230930704
-7.66000000000005;59.727963886995624
-7.65000000000005;32.22439898326043
-7.64000000000005;22.127162833313715
-7.6300000000000505;16.88422139150434
-7.620000000000051;13.673425659188734
-7.610000000000051;11.505132003288256
-7.600000000000051;9.942555086073355
-7.590000000000051;8.763014888106026
-7.580000000000052;7.841069523025456
-7.570000000000052;7.100662759277151
-7.560000000000052;6.492998223503259
-7.550000000000052;5.985330759749436
-7.540000000000052;5.554868034209367
-7.530000000000053;5.185256169619155
-7.520000000000053;4.864456271307607
-7.510000000000053;4.583409362175144
-7.500000000000053;4.3351681182306345
-7.4900000000000535;4.11431547254017
-7.480000000000054;3.9165652828843234
-7.470000000000054;3.738481847169158
-7.460000000000054;3.5772789506108618
-7.450000000000054;3.4306733220584027
-7.440000000000055;3.296776054682845
-7.430000000000055;3.1740109915329495
-7.420000000000055;3.061052573854653
-7.410000000000055;2.956777944287073
-7.400000000000055;2.8602296310362187
-7.390000000000056;2.7705861828151868
-7.380000000000056;2.6871388459577616
-7.370000000000056;2.6092728813413975
-7.360000000000056;2.5364524788174734
-7.3500000000000565;2.4682084861077147
-7.340000000000057;2.404128358046163
-7.330000000000057;2.3438478711765396
-7.320000000000057;2.2870442522501317
-7.310000000000057;2.2334304469083075
-7.3000000000000576;2.182750313775938
-7.290000000000058;2.134774574208195
-7.280000000000058;2.0892973826154915
-7.270000000000058;2.0461334091987147
-7.260000000000058;2.005115347951878
-7.250000000000059;1.966091779322483
-7.240000000000059;1.9289253300090294
-7.230000000000059;1.89349108279642
-7.220000000000059;1.8596751976718273
-7.2100000000000595;1.827373712180904
-7.20000000000006;1.7964914944206711
-7.19000000000006;1.7669413264834666
-7.18000000000006;1.7386430997770563
-7.17000000000006;1.7115231066072543
-7.1600000000000605;1.6855134148536668
-7.150000000000061;1.6605513145872512
-7.140000000000061;1.636578827154209
-7.130000000000061;1.6135422686571916
-7.120000000000061;1.5913918609270445
-7.110000000000062;1.570081384066993
-7.100000000000062;1.5495678654793388
-7.090000000000062;1.5298113009828087
-7.080000000000062;1.510774404223257
-7.0700000000000625;1.4924223810879769
-7.060000000000063;1.4747227262587497
-7.050000000000063;1.4576450394140568
-7.040000000000063;1.4411608589003864
-7.030000000000063;1.4252435109689423
-7.0200000000000635;1.4098679729031118
-7.010000000000064;1.3950107485710233
-7.000000000000064;1.3806497551047434
-6.990000000000064;1.3667642195652367
-6.980000000000064;1.353334584583522
-6.970000000000065;1.3403424220803501
-6.960000000000065;1.3277703542719803
-6.950000000000065;1.3156019812549118
-6.940000000000065;1.3038218145399025
-6.930000000000065;1.292415215974459
-6.920000000000066;1.2813683415520603
-6.910000000000066;1.2706680896592395
-6.900000000000066;1.2603020533584721
-6.890000000000066;1.2502584763453084
-6.8800000000000665;1.24052621225489
-6.870000000000067;1.231094687027358
-6.860000000000067;1.2219538640659922
-6.850000000000067;1.2130942119529078
-6.840000000000067;1.204506674505896
-6.830000000000068;1.1961826429826772
-6.820000000000068;1.188113930256587
-6.810000000000068;1.1802927468025173
-6.800000000000068;1.1727116783507814
-6.790000000000068;1.165363665073897
-6.780000000000069;1.1582419821884586
-6.770000000000069;1.151340221861567
-6.760000000000069;1.1446522763230658
-6.750000000000069;1.1381723220909177
-6.7400000000000695;1.1318948052284001
-6.73000000000007;1.1258144275551483
-6.72000000000007;1.119926133744109
-6.71000000000007;1.114225099238628
-6.70000000000007;1.1087067189324558
-6.690000000000071;1.1033665965585662
-6.680000000000071;1.0982005347367731
-6.670000000000071;1.0932045256350982
-6.660000000000071;1.0883747422031882
-6.650000000000071;1.0837075299387047
-6.640000000000072;1.0791993991517415
-6.630000000000072;1.0748470176938094
-6.620000000000072;1.070647204122011
-6.610000000000072;1.0665969212693969
-6.6000000000000725;1.0626932701966525
-6.590000000000073;1.0589334845005192
-6.580000000000073;1.055314924957267
-6.570000000000073;1.0518350744806224
-6.560000000000073;1.048491533374931
-6.5500000000000735;1.04528201486661
-6.540000000000074;1.0422043408968338
-6.530000000000074;1.0392564381609906
-6.520000000000074;1.0364363343805592
-6.510000000000074;1.0337421547943166
-6.500000000000075;1.0311721188573488
-6.490000000000075;1.0287245371357585
-6.480000000000075;1.026397808387653
-6.470000000000075;1.0241904168197329
-6.4600000000000755;1.0221009295116743
-6.450000000000076;1.0201279939987327
-6.440000000000076;1.0182703360058825
-6.430000000000076;1.016526757325563
-6.420000000000076;1.0148961338328188
-6.4100000000000765;1.0133774136317797
-6.400000000000077;1.0119696153270394
-6.390000000000077;1.0106718264156018
-6.380000000000077;1.009483201793778
-6.370000000000077;1.0084029623750537
-6.360000000000078;1.0074303938144273
-6.350000000000078;1.0065648453354703
-6.340000000000078;1.0058057286569182
-6.330000000000078;1.0051525170150808
-6.320000000000078;1.0046047442798476
-6.310000000000079;1.0041620041609634
-6.300000000000079;1.003823949502676
-6.290000000000079;1.00359029166457
-6.280000000000079;1.0034607999865643
-6.2700000000000795;1.0034353013366093
-6.26000000000008;1.0035136797395032
-6.25000000000008;1.003695876085799
-6.24000000000008;1.0039818879197238
-6.23000000000008;1.0043717693054408
-6.220000000000081;1.0048656307707633
-6.210000000000081;1.005463639328508
-6.200000000000081;1.0061660185747712
-6.190000000000081;1.0069730488645219
-6.180000000000081;1.0078850675645563
-6.170000000000082;1.008902469384376
-6.160000000000082;1.0100257067852998
-6.150000000000082;1.0112552904692051
-6.140000000000082;1.0125917899473347
-6.1300000000000825;1.0140358341907563
-6.120000000000083;1.0155881123638184
-6.110000000000083;1.017249374642221
-6.100000000000083;1.0190204331179251
-6.090000000000083;1.0209021627922266
-6.080000000000084;1.0228955026604072
-6.070000000000084;1.0250014568897958
-6.060000000000084;1.0272210960942991
-6.050000000000084;1.0295555587087117
-6.040000000000084;1.032006052466217
-6.030000000000085;1.0345738559823836
-6.020000000000085;1.037260320450387
-6.010000000000085;1.0400668714511523
-6.000000000000085;1.0429950108835726
-5.9900000000000855;1.0460463190197538
-5.980000000000086;1.0492224566906763
-5.970000000000086;1.0525251676082796
-5.960000000000086;1.0559562808302736
-5.950000000000086;1.0595177133744533
-5.9400000000000865;1.0632114729898852
-5.930000000000087;1.0670396610927166
-5.920000000000087;1.071004475875162
-5.910000000000087;1.0751082155965694
-5.900000000000087;1.0793532820662834
-5.890000000000088;1.083742184328752
-5.880000000000088;1.088277542562169
-5.870000000000088;1.0929620922021344
-5.860000000000088;1.0977986883037911
-5.8500000000000885;1.1027903101557917
-5.840000000000089;1.1079400661611372
-5.830000000000089;1.1132511990006566
-5.820000000000089;1.1187270910961522
-5.810000000000089;1.1243712703919113
-5.8000000000000895;1.1301874164739352
-5.79000000000009;1.1361793670482672
-5.78000000000009;1.1423511248014364
-5.77000000000009;1.1487068646674852
-5.76000000000009;1.155250941528061
-5.750000000000091;1.1619878983743723
-5.740000000000091;1.1689224749617315
-5.730000000000091;1.1760596169899804
-5.720000000000091;1.1834044858460244
-5.7100000000000914;1.190962468946753
-5.700000000000092;1.1987391907253309
-5.690000000000092;1.2067405243054588
-5.680000000000092;1.21497260391355
-5.670000000000092;1.2234418380819307
-5.6600000000000925;1.232154923701285
-5.650000000000093;1.2411188609849846
-5.640000000000093;1.2503409694139518
-5.630000000000093;1.2598289047364197
-5.620000000000093;1.2695906771033394
-5.610000000000094;1.2796346704277184
-5.600000000000094;1.2899696630641975
-5.590000000000094;1.3006048499133347
-5.580000000000094;1.3115498660657758
-5.570000000000094;1.3228148121111258
-5.560000000000095;1.334410281248936
-5.550000000000095;1.3463473883519406
-5.540000000000095;1.3586378011465037
-5.530000000000095;1.3712937736911055
-5.5200000000000955;1.3843281823516196
-5.510000000000096;1.3977545644925078
-5.500000000000096;1.41158716012464
-5.490000000000096;1.4258409567761703
-5.480000000000096;1.4405317378792757
-5.470000000000097;1.4556761349982352
-5.460000000000097;1.471291684257553
-5.450000000000097;1.4873968873689234
-5.440000000000097;1.5040112776989054
-5.430000000000097;1.5211554918689218
-5.420000000000098;1.5388513474346843
-5.410000000000098;1.5571219272545658
-5.400000000000098;1.5759916712281103
-5.390000000000098;1.5954864761651841
-5.3800000000000985;1.6156338046388699
-5.370000000000099;1.6364628037772389
-5.360000000000099;1.6580044350690888
-5.350000000000099;1.6802916163918202
-5.340000000000099;1.7033593776248552
-5.3300000000000995;1.7272450313881358
-5.3200000000001;1.751988360648089
-5.3100000000001;1.7776318251663545
-5.3000000000001;1.8042207890362134
-5.2900000000001;1.831803771861838
-5.280000000000101;1.8604327264961857
-5.270000000000101;1.890163346671315
-5.260000000000101;1.9210554083422577
-5.250000000000101;1.953173149133776
-5.2400000000001015;1.986585690945769
-5.230000000000102;2.0213675115531293
-5.220000000000102;2.0575989719572276
-5.210000000000102;2.0953669073309618
-5.200000000000102;2.1347652906873837
-5.1900000000001025;2.1758959799302593
-5.180000000000103;2.2188695607687063
-5.170000000000103;2.2638063001603386
-5.160000000000103;2.3108372275685722
-5.150000000000103;2.3601053644788026
-5.140000000000104;2.411767126444941
-5.130000000000104;2.4659939265860458
-5.120000000000104;2.522974015128821
-5.110000000000104;2.5829145965544247
-5.1000000000001044;2.6460442744832857
-5.090000000000105;2.712615885055378
-5.080000000000105;2.7829097927839435
-5.070000000000105;2.857237739412407
-5.060000000000105;2.9359473571382244
-5.0500000000001055;3.0194274839574153
-5.040000000000106;3.1081144525239446
-5.030000000000106;3.2024995670886636
-5.020000000000106;3.3031380388881986
-5.010000000000106;3.4106597230327362
-5.000000000000107;3.5257820953671275
-4.990000000000107;3.6493260341406057
-4.980000000000107;3.782235140179686
-4.970000000000107;3.9255995571175144
-4.960000000000107;4.080685563908244
-4.950000000000108;4.248972640219845
-4.940000000000108;4.432200303046452
-4.930000000000108;4.63242785786083
-4.920000000000108;4.85211141892877
-4.9100000000001085;5.094204316416849
-4.900000000000109;5.362289616728168
-4.890000000000109;5.660757413335436
-4.880000000000109;5.995045587054099
-4.870000000000109;6.371972226567449
-4.86000000000011;6.800203179639443
-4.85000000000011;7.290923479025314
-4.84000000000011;7.858824486935007
-4.83000000000011;8.523594686412922
-4.82000000000011;9.312241772245386
-4.810000000000111;10.262842262832303
-4.800000000000111;11.43085935152046
-4.790000000000111;12.900345720616212
-4.780000000000111;14.805089742327766
-4.7700000000001115;17.371789130657685
-4.760000000000112;21.017645636082836
-4.750000000000112;26.603697669346207
-4.740000000000112;36.238884278422645
-4.730000000000112;56.825300776332476
-4.7200000000001125;131.59383876690916
-4.710000000000113;-416.6152505236336
-4.700000000000113;-80.64833091934744
-4.690000000000113;-44.64782273030595
-4.680000000000113;-30.87059657941466
-4.670000000000114;-23.592785913511626
-4.660000000000114;-19.093381039595414
-4.650000000000114;-16.03661914441027
-4.640000000000114;-13.824723765905759
-4.6300000000001145;-12.150099790447817
-4.620000000000115;-10.838309617024912
-4.610000000000115;-9.783055103409533
-4.600000000000115;-8.915866530726303
-4.590000000000115;-8.19064986849386
-4.5800000000001155;-7.5752367677722665
-4.570000000000116;-7.046494940119542
-4.560000000000116;-6.587363578985739
-4.550000000000116;-6.184984065988365
-4.540000000000116;-5.829481241895398
-4.530000000000117;-5.5131455744121105
-4.520000000000117;-5.229870366657181
-4.510000000000117;-4.974755800738537
-4.500000000000117;-4.743824833215191
-4.4900000000001175;-4.533815737332862
-4.480000000000118;-4.34202820569441
-4.470000000000118;-4.1662075462722585
-4.460000000000118;-4.004456407062694
-4.450000000000118;-3.8551666856266915
-4.4400000000001185;-3.7169664365137156
-4.430000000000119;-3.5886780589661855
-4.420000000000119;-3.469285064433606
-4.410000000000119;-3.3579054378303597
-4.400000000000119;-3.2537701150682476
-4.39000000000012;-3.1562054660120276
-4.38000000000012;-3.0646189393578984
-4.37000000000012;-2.9784872230148536
-4.36000000000012;-2.897346420315485
-4.35000000000012;-2.8207838526854463
-4.340000000000121;-2.748431183046905
-4.330000000000121;-2.679958618190228
-4.320000000000121;-2.6150699976374274
-4.310000000000121;-2.553498614786999
-4.3000000000001215;-2.4950036460444793
-4.290000000000122;-2.4393670871833644
-4.280000000000122;-2.3863911148226853
-4.270000000000122;-2.335895805756092
-4.260000000000122;-2.2877171587621814
-4.250000000000123;-2.2417053731051753
-4.240000000000123;-2.1977233456899903
-4.230000000000123;-2.155645355143385
-4.220000000000123;-2.1153559062476806
-4.210000000000123;-2.0767487123849935
-4.200000000000124;-2.039725797138423
-4.190000000000124;-2.004196699083428
-4.180000000000124;-1.970077766202276
-4.170000000000124;-1.9372915283550212
-4.1600000000001245;-1.9057661379161195
-4.150000000000125;-1.8754348700922303
-4.140000000000125;-1.8462356756229918
-4.130000000000125;-1.8181107795686828
-4.120000000000125;-1.7910063207392297
-4.1100000000001256;-1.7648720270421112
-4.100000000000126;-1.7396609226434667
-4.090000000000126;-1.7153290633647624
-4.080000000000126;-1.6918352971896762
-4.070000000000126;-1.6691410471451036
-4.060000000000127;-1.6472101141559419
-4.050000000000127;-1.6260084977629112
-4.040000000000127;-1.6055042328439435
-4.030000000000127;-1.5856672406977566
-4.0200000000001275;-1.5664691930376482
-4.010000000000128;-1.5478833876090952
-4.000000000000128;-1.529884634289312
-3.990000000000128;-1.512449150652981
-3.9800000000001283;-1.495554466099789
-3.9700000000001285;-1.4791793337365655
-3.9600000000001288;-1.463303649292751
-3.950000000000129;-1.4479083764236114
-3.940000000000129;-1.4329754778224875
-3.9300000000001294;-1.4184878516225092
-3.9200000000001296;-1.4044292726207177
-3.91000000000013;-1.3907843379041032
-3.90000000000013;-1.3775384164984037
-3.8900000000001302;-1.3646776026975531
-3.8800000000001305;-1.3521886727643826
-3.8700000000001307;-1.3400590447226672
-3.860000000000131;-1.328276740986923
-3.850000000000131;-1.3168303535997394
-3.8400000000001313;-1.3057090118677446
-3.8300000000001315;-1.2949023522060754
-3.8200000000001317;-1.2844004900184316
-3.810000000000132;-1.2741939934549464
-3.800000000000132;-1.2642738589041855
-3.7900000000001324;-1.254631488087814
-3.7800000000001326;-1.2452586666379386
-3.770000000000133;-1.2361475440472391
-3.760000000000133;-1.227290614891264
-3.7500000000001332;-1.2186807012306484
-3.7400000000001334;-1.2103109361086262
-3.7300000000001337;-1.2021747480660259
-3.720000000000134;-1.1942658466023532
-3.710000000000134;-1.1865782085172
-3.7000000000001343;-1.1791060650713705
-3.6900000000001345;-1.1718438899120214
-3.6800000000001347;-1.164786387710287
-3.670000000000135;-1.1579284834639392
-3.660000000000135;-1.151265312421163
-3.6500000000001354;-1.144792210584958
-3.6400000000001356;-1.1385047057605733
-3.630000000000136;-1.1323985091113262
-3.620000000000136;-1.1264695071905602
-3.610000000000136;-1.1207137544199874
-3.6000000000001364;-1.11512746598673
-3.5900000000001366;-1.1097070111333671
-3.580000000000137;-1.1044489068172099
-3.570000000000137;-1.0993498117165859
-3.5600000000001373;-1.0944065205635884
-3.5500000000001375;-1.0896159587841112
-3.5400000000001377;-1.08497517742734
-3.530000000000138;-1.080481348368102
-3.520000000000138;-1.0761317597666085
-3.5100000000001383;-1.0719238117711685
-3.5000000000001386;-1.067855012450441
-3.4900000000001388;-1.0639229739426816
-3.480000000000139;-1.0601254088102914
-3.470000000000139;-1.0564601265887517
-3.4600000000001394;-1.0529250305197442
-3.4500000000001396;-1.0495181144589465
-3.44000000000014;-1.0462374599496105
-3.43000000000014;-1.0430812334536053
-3.4200000000001403;-1.040047683732188
-3.4100000000001405;-1.037135139369246
-3.4000000000001407;-1.0343420064302105
-3.390000000000141;-1.0316667662503698
-3.380000000000141;-1.0291079733466086
-3.3700000000001413;-1.0266642534471264
-3.3600000000001415;-1.0243343016339013
-3.3500000000001418;-1.0221168805931755
-3.340000000000142;-1.0200108189694292
-3.330000000000142;-1.018015009818676
-3.3200000000001424;-1.0161284091572202
-3.3100000000001426;-1.0143504001454315
-3.300000000000143;-1.0126793091281718
-3.290000000000143;-1.0111146604201882
-3.2800000000001432;-1.0096556490867157
-3.2700000000001435;-1.0083015272148517
-3.2600000000001437;-1.0070516029673748
-3.250000000000144;-1.0059052397116748
-3.240000000000144;-1.0048618552217703
-3.2300000000001443;-1.0039209209514923
-3.2200000000001445;-1.003081961377183
-3.2100000000001447;-1.0023445534083326
-3.200000000000145;-1.001708325864827
-3.190000000000145;-1.0011729590195693
-3.1800000000001454;-1.0007381842054417
-3.1700000000001456;-1.0004037834856943
-3.160000000000146;-1.0001695893870255
-3.150000000000146;-1.000035484694715
-3.1400000000001462;-1.0000014023093622
-3.1300000000001464;-1.0000673251649224
-3.1200000000001467;-1.000233286207799
-3.110000000000147;-1.0004993684370054
-3.100000000000147;-1.0008657050054444
-3.0900000000001473;-1.0013324793825586
-3.0800000000001475;-1.0018999255787142
-3.0700000000001477;-1.0025683284318223
-3.060000000000148;-1.0033380239568668
-3.050000000000148;-1.0042093997591282
-3.0400000000001484;-1.0051828955120516
-3.0300000000001486;-1.0062590035008692
-3.020000000000149;-1.007438269233212
-3.010000000000149;-1.0087212921181614
-3.000000000000149;-1.0101087262152866
-2.9900000000001494;-1.011601281055448
-2.9800000000001496;-1.0131997225352949
-2.97000000000015;-1.014904873887567
-2.96000000000015;-1.0167176167295318
-2.9500000000001503;-1.0186388921920508
-2.9400000000001505;-1.0206697021320341
-2.9300000000001507;-1.0228111104312079
-2.920000000000151;-1.0250642443844016
-2.910000000000151;-1.0274302961807955
-2.9000000000001513;-1.0299105244818023
-2.8900000000001516;-1.0325062560996014
-2.8800000000001518;-1.035218887780553
-2.870000000000152;-1.0380498880981013
-2.860000000000152;-1.0410007994600794
-2.8500000000001524;-1.0440732402356638
-2.8400000000001526;-1.047268907007634
-2.830000000000153;-1.050589576955972
-2.820000000000153;-1.0540371103792694
-2.8100000000001533;-1.0576134533608537
-2.8000000000001535;-1.061320640587054
-2.7900000000001537;-1.065160798325537
-2.780000000000154;-1.0691361475721746
-2.770000000000154;-1.0732490073755727
-2.7600000000001543;-1.0775017983489474
-2.7500000000001545;-1.0818970463797941
-2.7400000000001548;-1.086437386548498
-2.730000000000155;-1.0911255672678484
-2.720000000000155;-1.09596445465627
-2.7100000000001554;-1.1009570371585258
-2.7000000000001556;-1.1061064304286123
-2.690000000000156;-1.1114158824906903
-2.680000000000156;-1.1168887791950202
-2.6700000000001562;-1.122528649987144
-2.6600000000001565;-1.1283391740099311
-2.6500000000001567;-1.1343238228215768
-2.640000000000157;-1.1404873397999171
-2.630000000000157;-1.1468335112250092
-2.6200000000001573;-1.1533666835211354
-2.6100000000001575;-1.1600913891073368
-2.6000000000001577;-1.1670123550002014
-2.590000000000158;-1.1741345119357833
-2.580000000000158;-1.1814630040462424
-2.5700000000001584;-1.1890031991296615
-2.5600000000001586;-1.1967606995546227
-2.550000000000159;-1.2047413538445364
-2.540000000000159;-1.212951268990443
-2.5300000000001592;-1.2213968235451005
-2.5200000000001594;-1.230084681555594
-2.5100000000001597;-1.239021807396654
-2.50000000000016;-1.248215481572174
-2.49000000000016;-1.2576733175583494
-2.4800000000001603;-1.2674032797683106
-2.4700000000001605;-1.277413702725239
-2.4600000000001607;-1.2877133115388133
-2.450000000000161;-1.2983112437884445
